"","date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"2219","04/02/2018","Stanford, Calif.",NA,"9","top","3-4","Gonzaga","Stanford","Wilson, A. to rf for Daschbach."
"2220","04/02/2018","Stanford, Calif.",NA,"9","top","3-4","Gonzaga","Stanford","Stowers,K to lf."
"2221","04/02/2018","Stanford, Calif.",NA,"9","top","3-4","Gonzaga","Stanford","Palisch, J. to p for Grech, Z.."
"2222","04/02/2018","Stanford, Calif.",NA,"9","top","3-4","Gonzaga","Stanford","NYQUIST, N. pinch hit for PINORINI, A.."
"2223","04/02/2018","Stanford, Calif.",NA,"9","top","3-4","Gonzaga","Stanford","NYQUIST, N. grounded out to ss (3-1 BBBK)."
"2224","04/02/2018","Stanford, Calif.",NA,"9","top","3-4","Gonzaga","Stanford","BROOKS, N. pinch hit for SPELLACY, M.."
"2225","04/02/2018","Stanford, Calif.",NA,"9","top","3-4","Gonzaga","Stanford","BROOKS, N. doubled to right center (1-2 BFFFF)."
"2226","04/02/2018","Stanford, Calif.",NA,"9","top","3-4","Gonzaga","Stanford","BARRERA, I. pinch ran for BROOKS, N.."
"2227","04/02/2018","Stanford, Calif.",NA,"9","top","3-4","Gonzaga","Stanford","HEGGEN, S. pinch hit for VANDEBRAKE."
"2228","04/02/2018","Stanford, Calif.",NA,"9","top","3-4","Gonzaga","Stanford","HEGGEN, S. popped up to 2b (2-1 KBB)."
"2229","04/02/2018","Stanford, Calif.",NA,"9","top","3-4","Gonzaga","Stanford","McClary, B. pinch hit for FREDRICKSON."
"2230","04/02/2018","Stanford, Calif.",NA,"9","top","3-4","Gonzaga","Stanford","McClary, B. grounded out to ss (0-0)."
"2231","04/03/2018","Santa Clara, Calif.",NA,"1","top","0-0","Stanford","Santa Clara","Tawa, Tim reached first on an error by 3b, advanced to second on an error by lf, advanced to third."
"2232","04/03/2018","Santa Clara, Calif.",NA,"1","top","0-0","Stanford","Santa Clara","Handley, Maverick hit by pitch."
"2233","04/03/2018","Santa Clara, Calif.",NA,"1","top","0-0","Stanford","Santa Clara","Hoerner,Nico hit by pitch Handley, Maverick advanced to second."
"2234","04/03/2018","Santa Clara, Calif.",NA,"1","top","1-0","Stanford","Santa Clara","Daschbach, Andrew singled to center field, RBI Hoerner,Nico advanced to second Handley, Maverick advanced to third Tawa, Tim scored, unearned."
"2235","04/03/2018","Santa Clara, Calif.",NA,"1","top","2-0","Stanford","Santa Clara","Stowers,Kyle reached on a fielders choice, RBI Daschbach, Andrew out at second 3b to 2b Hoerner,Nico advanced to third Handley, Maverick scored."
"2236","04/03/2018","Santa Clara, Calif.",NA,"1","top","3-0","Stanford","Santa Clara","Brueser, Nick reached on a fielders choice, RBI Stowers,Kyle advanced to second Hoerner,Nico scored."
"2237","04/03/2018","Santa Clara, Calif.",NA,"1","top","3-0","Stanford","Santa Clara","Molfetta,Christian popped up to 2b."
"2238","04/03/2018","Santa Clara, Calif.",NA,"1","top","4-0","Stanford","Santa Clara","Kuet,Jesse singled to right field, RBI Brueser, Nick advanced to third Stowers,Kyle scored, unearned."
"2239","04/03/2018","Santa Clara, Calif.",NA,"1","top","4-0","Stanford","Santa Clara","Branton,Beau walked Kuet,Jesse advanced to second."
"2240","04/03/2018","Santa Clara, Calif.",NA,"1","top","5-0","Stanford","Santa Clara","Tawa, Tim walked, RBI Branton,Beau advanced to second Kuet,Jesse advanced to third Brueser, Nick scored, unearned."
"2241","04/03/2018","Santa Clara, Calif.",NA,"1","top","7-0","Stanford","Santa Clara","Handley, Maverick doubled to left field, 2 RBI Tawa, Tim advanced to third Branton,Beau scored, unearned Kuet,Jesse scored, unearned."
"2242","04/03/2018","Santa Clara, Calif.",NA,"1","top","7-0","Stanford","Santa Clara","ERLANDSON, Freddie to p for WALDSMITH, Alex."
"2243","04/03/2018","Santa Clara, Calif.",NA,"1","top","7-0","Stanford","Santa Clara","Hoerner,Nico struck out swinging."
"2244","04/03/2018","Santa Clara, Calif.",NA,"1","bot","7-0","Santa Clara","Stanford","BECHT, Joe flied out to rf."
"2245","04/03/2018","Santa Clara, Calif.",NA,"1","bot","7-0","Santa Clara","Stanford","DICOCHEA, Jason grounded out to ss."
"2246","04/03/2018","Santa Clara, Calif.",NA,"1","bot","7-0","Santa Clara","Stanford","BRODT, Jake singled to second base."
"2247","04/03/2018","Santa Clara, Calif.",NA,"1","bot","7-0","Santa Clara","Stanford","HABERLE, Evan grounded out to p."
"2248","04/03/2018","Santa Clara, Calif.",NA,"2","top","7-0","Stanford","Santa Clara","Daschbach, Andrew grounded out to ss."
"2249","04/03/2018","Santa Clara, Calif.",NA,"2","top","7-0","Stanford","Santa Clara","Stowers,Kyle doubled to left field."
"2250","04/03/2018","Santa Clara, Calif.",NA,"2","top","7-0","Stanford","Santa Clara","Brueser, Nick struck out looking."
"2251","04/03/2018","Santa Clara, Calif.",NA,"2","top","7-0","Stanford","Santa Clara","Molfetta,Christian flied out to cf."
"2252","04/03/2018","Santa Clara, Calif.",NA,"2","bot","7-0","Santa Clara","Stanford","CRESTO, John popped up to ss."
"2253","04/03/2018","Santa Clara, Calif.",NA,"2","bot","7-0","Santa Clara","Stanford","MACNICHOLS, Jake grounded out to c."
"2254","04/03/2018","Santa Clara, Calif.",NA,"2","bot","7-0","Santa Clara","Stanford","MEYLAN, Grant struck out swinging."
"2255","04/03/2018","Santa Clara, Calif.",NA,"3","top","7-0","Stanford","Santa Clara","PRASZKER, Michael to p for ERLANDSON, Freddie."
"2256","04/03/2018","Santa Clara, Calif.",NA,"3","top","7-0","Stanford","Santa Clara","Kuet,Jesse flied out to rf."
"2257","04/03/2018","Santa Clara, Calif.",NA,"3","top","7-0","Stanford","Santa Clara","Branton,Beau walked."
"2258","04/03/2018","Santa Clara, Calif.",NA,"3","top","7-0","Stanford","Santa Clara","Branton,Beau stole second."
"2259","04/03/2018","Santa Clara, Calif.",NA,"3","top","7-0","Stanford","Santa Clara","Tawa, Tim grounded out to 3b."
"2260","04/03/2018","Santa Clara, Calif.",NA,"3","top","7-0","Stanford","Santa Clara","Handley, Maverick flied out to lf."
"2261","04/03/2018","Santa Clara, Calif.",NA,"3","bot","7-0","Santa Clara","Stanford","HOLM, Niko grounded out to ss."
"2262","04/03/2018","Santa Clara, Calif.",NA,"3","bot","7-0","Santa Clara","Stanford","MOORE, Cory struck out swinging."
"2263","04/03/2018","Santa Clara, Calif.",NA,"3","bot","7-0","Santa Clara","Stanford","BECHT, Joe walked."
"2264","04/03/2018","Santa Clara, Calif.",NA,"3","bot","7-0","Santa Clara","Stanford","DICOCHEA, Jason grounded out to 2b."
"2265","04/03/2018","Santa Clara, Calif.",NA,"4","top","7-0","Stanford","Santa Clara","LEX, Eric to p for PRASZKER, Michael."
"2266","04/03/2018","Santa Clara, Calif.",NA,"4","top","7-0","Stanford","Santa Clara","Hoerner,Nico grounded out to 2b."
"2267","04/03/2018","Santa Clara, Calif.",NA,"4","top","7-0","Stanford","Santa Clara","Daschbach, Andrew struck out looking."
"2268","04/03/2018","Santa Clara, Calif.",NA,"4","top","7-0","Stanford","Santa Clara","Stowers,Kyle grounded out to ss."
"2269","04/03/2018","Santa Clara, Calif.",NA,"4","bot","7-0","Santa Clara","Stanford","BRODT, Jake fouled out to 1b."
"2270","04/03/2018","Santa Clara, Calif.",NA,"4","bot","7-0","Santa Clara","Stanford","HABERLE, Evan grounded out to 1b unassisted."
"2271","04/03/2018","Santa Clara, Calif.",NA,"4","bot","7-0","Santa Clara","Stanford","CRESTO, John flied out to rf."
"2272","04/03/2018","Santa Clara, Calif.",NA,"5","top","7-0","Stanford","Santa Clara","Brueser, Nick struck out swinging."
"2273","04/03/2018","Santa Clara, Calif.",NA,"5","top","7-0","Stanford","Santa Clara","Molfetta,Christian struck out swinging."
"2274","04/03/2018","Santa Clara, Calif.",NA,"5","top","7-0","Stanford","Santa Clara","Kuet,Jesse flied out to rf."
"2275","04/03/2018","Santa Clara, Calif.",NA,"5","bot","7-0","Santa Clara","Stanford","MACNICHOLS, Jake grounded out to 3b."
"2276","04/03/2018","Santa Clara, Calif.",NA,"5","bot","7-0","Santa Clara","Stanford","MEYLAN, Grant singled up the middle."
"2277","04/03/2018","Santa Clara, Calif.",NA,"5","bot","7-0","Santa Clara","Stanford","HOLM, Niko grounded out to 2b MEYLAN, Grant advanced to second."
"2278","04/03/2018","Santa Clara, Calif.",NA,"5","bot","7-1","Santa Clara","Stanford","MOORE, Cory doubled to right field, RBI MEYLAN, Grant scored."
"2279","04/03/2018","Santa Clara, Calif.",NA,"5","bot","7-1","Santa Clara","Stanford","BECHT, Joe flied out to lf."
"2280","04/03/2018","Santa Clara, Calif.",NA,"6","top","7-1","Stanford","Santa Clara","MARTIN-RESNICK, Luke to p for LEX, Eric."
"2281","04/03/2018","Santa Clara, Calif.",NA,"6","top","7-1","Stanford","Santa Clara","Branton,Beau flied out to lf."
"2282","04/03/2018","Santa Clara, Calif.",NA,"6","top","7-1","Stanford","Santa Clara","Tawa, Tim flied out to cf."
"2283","04/03/2018","Santa Clara, Calif.",NA,"6","top","7-1","Stanford","Santa Clara","Handley, Maverick grounded out to 2b."
"2284","04/03/2018","Santa Clara, Calif.",NA,"6","bot","7-1","Santa Clara","Stanford","DICOCHEA, Jason doubled to left field."
"2285","04/03/2018","Santa Clara, Calif.",NA,"6","bot","7-1","Santa Clara","Stanford","BRODT, Jake flied out to cf DICOCHEA, Jason advanced to third."
"2286","04/03/2018","Santa Clara, Calif.",NA,"6","bot","7-2","Santa Clara","Stanford","HABERLE, Evan grounded out to 2b, RBI DICOCHEA, Jason scored."
"2287","04/03/2018","Santa Clara, Calif.",NA,"6","bot","7-2","Santa Clara","Stanford","CRESTO, John grounded out to ss."
"2288","04/03/2018","Santa Clara, Calif.",NA,"7","top","7-2","Stanford","Santa Clara","Hoerner,Nico grounded out to ss."
"2289","04/03/2018","Santa Clara, Calif.",NA,"7","top","7-2","Stanford","Santa Clara","Daschbach, Andrew reached first on an error by ss."
"2290","04/03/2018","Santa Clara, Calif.",NA,"7","top","9-2","Stanford","Santa Clara","Stowers,Kyle homered, 2 RBI Daschbach, Andrew scored, unearned."
"2291","04/03/2018","Santa Clara, Calif.",NA,"7","top","9-2","Stanford","Santa Clara","Brueser, Nick popped up to 1b."
"2292","04/03/2018","Santa Clara, Calif.",NA,"7","top","9-2","Stanford","Santa Clara","Molfetta,Christian walked."
"2293","04/03/2018","Santa Clara, Calif.",NA,"7","top","9-2","Stanford","Santa Clara","Kuet,Jesse walked Molfetta,Christian advanced to second."
"2294","04/03/2018","Santa Clara, Calif.",NA,"7","top","10-2","Stanford","Santa Clara","Branton,Beau singled to shortstop, RBI Kuet,Jesse advanced to third Molfetta,Christian scored, unearned."
"2295","04/03/2018","Santa Clara, Calif.",NA,"7","top","10-2","Stanford","Santa Clara","Tawa, Tim struck out swinging."
"2296","04/03/2018","Santa Clara, Calif.",NA,"7","bot","10-2","Santa Clara","Stanford","Matthiessen, Will to p for Beck, Brendan."
"2297","04/03/2018","Santa Clara, Calif.",NA,"7","bot","10-2","Santa Clara","Stanford","BOETTO, Tony pinch hit for MACNICHOLS, Jake."
"2298","04/03/2018","Santa Clara, Calif.",NA,"7","bot","10-2","Santa Clara","Stanford","BOETTO, Tony walked."
"2299","04/03/2018","Santa Clara, Calif.",NA,"7","bot","10-2","Santa Clara","Stanford","MEYLAN, Grant reached on a fielders choice BOETTO, Tony out at second p to ss."
"2300","04/03/2018","Santa Clara, Calif.",NA,"7","bot","10-2","Santa Clara","Stanford","HOLM, Niko lined out to rf."
"2301","04/03/2018","Santa Clara, Calif.",NA,"7","bot","10-2","Santa Clara","Stanford","MOORE, Cory struck out looking."
"2302","04/03/2018","Santa Clara, Calif.",NA,"8","top","10-2","Stanford","Santa Clara","BOETTO, Tony to c."
"2303","04/03/2018","Santa Clara, Calif.",NA,"8","top","10-2","Stanford","Santa Clara","Handley, Maverick walked."
"2304","04/03/2018","Santa Clara, Calif.",NA,"8","top","10-2","Stanford","Santa Clara","NEGLEY, Cade to p for MARTIN-RESNICK, Luke."
"2305","04/03/2018","Santa Clara, Calif.",NA,"8","top","10-2","Stanford","Santa Clara","Hoerner,Nico singled to shortstop Handley, Maverick advanced to second."
"2306","04/03/2018","Santa Clara, Calif.",NA,"8","top","13-2","Stanford","Santa Clara","Daschbach, Andrew homered, 3 RBI Hoerner,Nico scored Handley, Maverick scored."
"2307","04/03/2018","Santa Clara, Calif.",NA,"8","top","13-2","Stanford","Santa Clara","Stowers,Kyle grounded out to 2b."
"2308","04/03/2018","Santa Clara, Calif.",NA,"8","top","13-2","Stanford","Santa Clara","Brueser, Nick walked."
"2309","04/03/2018","Santa Clara, Calif.",NA,"8","top","13-2","Stanford","Santa Clara","Bellafronto, Nick pinch hit for Molfetta,Christian."
"2310","04/03/2018","Santa Clara, Calif.",NA,"8","top","13-2","Stanford","Santa Clara","Bellafronto, Nick walked Brueser, Nick advanced to second."
"2311","04/03/2018","Santa Clara, Calif.",NA,"8","top","13-2","Stanford","Santa Clara","GENOVA, Luke to p for NEGLEY, Cade."
"2312","04/03/2018","Santa Clara, Calif.",NA,"8","top","13-2","Stanford","Santa Clara","Kuet,Jesse hit by pitch Bellafronto, Nick advanced to second Brueser, Nick advanced to third."
"2313","04/03/2018","Santa Clara, Calif.",NA,"8","top","14-2","Stanford","Santa Clara","Branton,Beau grounded out to 2b, RBI Kuet,Jesse advanced to second Bellafronto, Nick advanced to third Brueser, Nick scored."
"2314","04/03/2018","Santa Clara, Calif.",NA,"8","top","14-2","Stanford","Santa Clara","Robinson, Christian pinch hit for Tawa, Tim."
"2315","04/03/2018","Santa Clara, Calif.",NA,"8","top","16-2","Stanford","Santa Clara","Robinson, Christian doubled to left center, 2 RBI Kuet,Jesse scored Bellafronto, Nick scored."
"2316","04/03/2018","Santa Clara, Calif.",NA,"8","top","16-2","Stanford","Santa Clara","Oar, Nick pinch hit for Handley, Maverick."
"2317","04/03/2018","Santa Clara, Calif.",NA,"8","top","16-2","Stanford","Santa Clara","Oar, Nick struck out looking."
"2318","04/03/2018","Santa Clara, Calif.",NA,"8","bot","16-2","Santa Clara","Stanford","Robinson, Christian to cf."
"2319","04/03/2018","Santa Clara, Calif.",NA,"8","bot","16-2","Santa Clara","Stanford","Carter, Bryce to c for Oar, Nick."
"2320","04/03/2018","Santa Clara, Calif.",NA,"8","bot","16-2","Santa Clara","Stanford","Wilson, Alec to rf for Hoerner,Nico."
"2321","04/03/2018","Santa Clara, Calif.",NA,"8","bot","16-2","Santa Clara","Stanford","Stowers,Kyle to p."
"2322","04/03/2018","Santa Clara, Calif.",NA,"8","bot","16-2","Santa Clara","Stanford","Bellafronto, Nick to 3b."
"2323","04/03/2018","Santa Clara, Calif.",NA,"8","bot","16-2","Santa Clara","Stanford","Kuet,Jesse to ss."
"2324","04/03/2018","Santa Clara, Calif.",NA,"8","bot","16-2","Santa Clara","Stanford","for Matthiessen, Will."
"2325","04/03/2018","Santa Clara, Calif.",NA,"8","bot","16-2","Santa Clara","Stanford","BECHT, Joe grounded out to 3b."
"2326","04/03/2018","Santa Clara, Calif.",NA,"8","bot","16-2","Santa Clara","Stanford","DICOCHEA, Jason flied out to cf."
"2327","04/03/2018","Santa Clara, Calif.",NA,"8","bot","16-2","Santa Clara","Stanford","BRODT, Jake hit by pitch."
"2328","04/03/2018","Santa Clara, Calif.",NA,"8","bot","16-2","Santa Clara","Stanford","HABERLE, Evan grounded out to ss."
"2329","04/03/2018","Santa Clara, Calif.",NA,"9","top","16-2","Stanford","Santa Clara","Wilson, Alec lined out to 1b."
"2330","04/03/2018","Santa Clara, Calif.",NA,"9","top","16-2","Stanford","Santa Clara","Daschbach, Andrew singled up the middle."
"2331","04/03/2018","Santa Clara, Calif.",NA,"9","top","16-2","Stanford","Santa Clara","Decker, Matthew pinch hit for Stowers,Kyle."
"2332","04/03/2018","Santa Clara, Calif.",NA,"9","top","16-2","Stanford","Santa Clara","Decker, Matthew flied out to cf."
"2333","04/03/2018","Santa Clara, Calif.",NA,"9","top","16-2","Stanford","Santa Clara","Brueser, Nick popped up to ss."
"2334","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-2","Santa Clara","Stanford","Styles, John Henry to p for Decker, Matthew."
"2335","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-2","Santa Clara","Stanford","CRESTO, John doubled to left field."
"2336","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-2","Santa Clara","Stanford","BOETTO, Tony struck out swinging."
"2337","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-2","Santa Clara","Stanford","GEREMIA, Anthony pinch hit for MEYLAN, Grant."
"2338","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-2","Santa Clara","Stanford","CRESTO, John advanced to third on a wild pitch."
"2339","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-2","Santa Clara","Stanford","GEREMIA, Anthony walked."
"2340","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-2","Santa Clara","Stanford","MCCARTHY, Ryan pinch hit for HOLM, Niko."
"2341","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-3","Santa Clara","Stanford","MCCARTHY, Ryan singled to left field, RBI GEREMIA, Anthony advanced to second CRESTO, John scored."
"2342","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-3","Santa Clara","Stanford","WALSH, Zach pinch hit for MOORE, Cory."
"2343","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-3","Santa Clara","Stanford","WALSH, Zach grounded out to p MCCARTHY, Ryan advanced to second GEREMIA, Anthony advanced to third."
"2344","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-3","Santa Clara","Stanford","ELIASON, Lucas pinch hit for BECHT, Joe."
"2345","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-3","Santa Clara","Stanford","ELIASON, Lucas hit by pitch."
"2346","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-4","Santa Clara","Stanford","DICOCHEA, Jason hit by pitch, RBI ELIASON, Lucas advanced to second MCCARTHY, Ryan advanced to third GEREMIA, Anthony scored."
"2347","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-4","Santa Clara","Stanford","Rudd, Carson to p for Styles, John Henry."
"2348","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-6","Santa Clara","Stanford","BRODT, Jake reached first on an error by ss DICOCHEA, Jason advanced to third ELIASON, Lucas scored, unearned MCCARTHY, Ryan scored, unearned."
"2349","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-6","Santa Clara","Stanford","BRODT, Jake advanced to second."
"2350","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-8","Santa Clara","Stanford","HABERLE, Evan reached first on an error by ss BRODT, Jake scored, unearned DICOCHEA, Jason scored, unearned."
"2351","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-8","Santa Clara","Stanford","CRESTO, John singled to third base HABERLE, Evan advanced to second."
"2352","04/03/2018","Santa Clara, Calif.",NA,"9","bot","16-8","Santa Clara","Stanford","BOETTO, Tony struck out looking."
"2353","04/06/2018","Los Angeles, Calif.",NA,"1","top","0-0","Stanford","UCLA","Tawa, T. fouled out to c (1-0 B)."
"2354","04/06/2018","Los Angeles, Calif.",NA,"1","top","0-0","Stanford","UCLA","Handley, M. struck out looking (1-2 KKBK)."
"2355","04/06/2018","Los Angeles, Calif.",NA,"1","top","0-0","Stanford","UCLA","Hoerner,N flied out to cf (1-2 KFBF)."
"2356","04/06/2018","Los Angeles, Calif.",NA,"1","bot","0-0","UCLA","Stanford","Amaral grounded out to 2b (1-2 KBKF)."
"2357","04/06/2018","Los Angeles, Calif.",NA,"1","bot","0-0","UCLA","Stanford","Kendall singled to right field (2-2 KBBK)."
"2358","04/06/2018","Los Angeles, Calif.",NA,"1","bot","0-0","UCLA","Stanford","Strumpf flied out to rf (0-0)."
"2359","04/06/2018","Los Angeles, Calif.",NA,"1","bot","0-0","UCLA","Stanford","Toglia flied out to cf (1-2 BSK)."
"2360","04/06/2018","Los Angeles, Calif.",NA,"2","top","0-0","Stanford","UCLA","Daschbach grounded out to 1b unassisted (1-0 B)."
"2361","04/06/2018","Los Angeles, Calif.",NA,"2","top","0-0","Stanford","UCLA","Stowers,K fouled out to lf (2-1 BBF)."
"2362","04/06/2018","Los Angeles, Calif.",NA,"2","top","0-0","Stanford","UCLA","Brueser, N. struck out looking (2-2 KBKBK)."
"2363","04/06/2018","Los Angeles, Calif.",NA,"2","bot","0-0","UCLA","Stanford","Ydens lined out to rf (1-0 B)."
"2364","04/06/2018","Los Angeles, Calif.",NA,"2","bot","0-0","UCLA","Stanford","Stronach doubled to left center (0-2 SF)."
"2365","04/06/2018","Los Angeles, Calif.",NA,"2","bot","0-0","UCLA","Stanford","Mitchell grounded out to 2b (0-0) Stronach advanced to third."
"2366","04/06/2018","Los Angeles, Calif.",NA,"2","bot","0-0","UCLA","Stanford","Kreidler struck out swinging (2-2 BKKBS)."
"2367","04/06/2018","Los Angeles, Calif.",NA,"3","top","0-0","Stanford","UCLA","Molfetta,C grounded out to ss (0-0)."
"2368","04/06/2018","Los Angeles, Calif.",NA,"3","top","0-0","Stanford","UCLA","Kuet,J flied out to rf (0-1 K)."
"2369","04/06/2018","Los Angeles, Calif.",NA,"3","top","0-0","Stanford","UCLA","Branton,B singled to left field (1-0 B)."
"2370","04/06/2018","Los Angeles, Calif.",NA,"3","top","0-0","Stanford","UCLA","Tawa, T. flied out to rf (0-1 F)."
"2371","04/06/2018","Los Angeles, Calif.",NA,"3","bot","0-0","UCLA","Stanford","Rosica flied out to rf (1-1 KB)."
"2372","04/06/2018","Los Angeles, Calif.",NA,"3","bot","0-0","UCLA","Stanford","Amaral singled to right field (2-2 KBBK)."
"2373","04/06/2018","Los Angeles, Calif.",NA,"3","bot","0-0","UCLA","Stanford","Kendall singled through the right side (0-0) Amaral advanced to third."
"2374","04/06/2018","Los Angeles, Calif.",NA,"3","bot","0-2","UCLA","Stanford","Strumpf doubled down the 3b line, 2 RBI (2-0 BB) Kendall scored Amaral scored."
"2375","04/06/2018","Los Angeles, Calif.",NA,"3","bot","0-2","UCLA","Stanford","Toglia struck out swinging (3-2 BFBBKS)."
"2376","04/06/2018","Los Angeles, Calif.",NA,"3","bot","0-2","UCLA","Stanford","Ydens grounded out to ss (0-1 F)."
"2377","04/06/2018","Los Angeles, Calif.",NA,"4","top","0-2","Stanford","UCLA","Handley, M. doubled down the 3b line (1-0 B)."
"2378","04/06/2018","Los Angeles, Calif.",NA,"4","top","0-2","Stanford","UCLA","Hoerner,N popped up to 1b (2-2 BKBFF)."
"2379","04/06/2018","Los Angeles, Calif.",NA,"4","top","1-2","Stanford","UCLA","Daschbach singled to right field, RBI (0-1 S) Handley, M. scored."
"2380","04/06/2018","Los Angeles, Calif.",NA,"4","top","1-2","Stanford","UCLA","Daschbach advanced to second on a passed ball."
"2381","04/06/2018","Los Angeles, Calif.",NA,"4","top","1-2","Stanford","UCLA","Stowers,K walked (3-2 BFBFBB)."
"2382","04/06/2018","Los Angeles, Calif.",NA,"4","top","1-2","Stanford","UCLA","Brueser, N. grounded into double play 3b to 2b to 1b (0-1 F) Stowers,K out on the play."
"2383","04/06/2018","Los Angeles, Calif.",NA,"4","bot","1-2","UCLA","Stanford","Stronach flied out to lf (0-0)."
"2384","04/06/2018","Los Angeles, Calif.",NA,"4","bot","1-2","UCLA","Stanford","Mitchell struck out looking (1-2 KSBK)."
"2385","04/06/2018","Los Angeles, Calif.",NA,"4","bot","1-2","UCLA","Stanford","Kreidler singled down the lf line (1-1 FB)."
"2386","04/06/2018","Los Angeles, Calif.",NA,"4","bot","1-2","UCLA","Stanford","Rosica singled to first base, bunt (0-0) Kreidler advanced to second."
"2387","04/06/2018","Los Angeles, Calif.",NA,"4","bot","1-3","UCLA","Stanford","Amaral singled to shortstop, RBI (0-0) Rosica advanced to second Kreidler scored."
"2388","04/06/2018","Los Angeles, Calif.",NA,"4","bot","1-3","UCLA","Stanford","Kendall lined out to 2b (1-2 BKKF)."
"2389","04/06/2018","Los Angeles, Calif.",NA,"5","top","1-3","Stanford","UCLA","Molfetta,C singled through the left side (0-1 K)."
"2390","04/06/2018","Los Angeles, Calif.",NA,"5","top","1-3","Stanford","UCLA","Kuet,J singled to right field (0-0) Molfetta,C advanced to second."
"2391","04/06/2018","Los Angeles, Calif.",NA,"5","top","1-3","Stanford","UCLA","Branton,B singled to shortstop (2-1 SBB) Kuet,J advanced to second Molfetta,C advanced to third."
"2392","04/06/2018","Los Angeles, Calif.",NA,"5","top","2-3","Stanford","UCLA","Tawa, T. reached on a fielders choice to third base, RBI (0-0) Branton,B advanced to second Kuet,J out at third 3b unassisted Molfetta,C scored."
"2393","04/06/2018","Los Angeles, Calif.",NA,"5","top","2-3","Stanford","UCLA","Handley, M. flied out to rf (2-1 BFB) Branton,B advanced to third."
"2394","04/06/2018","Los Angeles, Calif.",NA,"5","top","2-3","Stanford","UCLA","Hoerner,N grounded out to 3b (0-0)."
"2395","04/06/2018","Los Angeles, Calif.",NA,"5","bot","2-3","UCLA","Stanford","Strumpf walked (3-2 BBBKFB)."
"2396","04/06/2018","Los Angeles, Calif.",NA,"5","bot","2-3","UCLA","Stanford","Toglia lined out to rf (1-1 KB)."
"2397","04/06/2018","Los Angeles, Calif.",NA,"5","bot","2-3","UCLA","Stanford","Strumpf out at second c to 2b, caught stealing."
"2398","04/06/2018","Los Angeles, Calif.",NA,"5","bot","2-3","UCLA","Stanford","Ydens struck out swinging (3-2 BKBFFBFS)."
"2399","04/06/2018","Los Angeles, Calif.",NA,"6","top","2-3","Stanford","UCLA","Daschbach grounded out to 3b (3-2 BBKFFB)."
"2400","04/06/2018","Los Angeles, Calif.",NA,"6","top","2-3","Stanford","UCLA","Stowers,K flied out to lf (0-0)."
"2401","04/06/2018","Los Angeles, Calif.",NA,"6","top","2-3","Stanford","UCLA","Brueser, N. singled to left field (2-2 BFKB)."
"2402","04/06/2018","Los Angeles, Calif.",NA,"6","top","2-3","Stanford","UCLA","Molfetta,C singled through the right side (2-0 BB) Brueser, N. advanced to second."
"2403","04/06/2018","Los Angeles, Calif.",NA,"6","top","2-3","Stanford","UCLA","Kuet,J flied out to lf (2-2 BSKB)."
"2404","04/06/2018","Los Angeles, Calif.",NA,"6","bot","2-3","UCLA","Stanford","Stronach grounded out to 2b (1-1 BK)."
"2405","04/06/2018","Los Angeles, Calif.",NA,"6","bot","2-3","UCLA","Stanford","Mitchell grounded out to 2b (3-1 BBFB)."
"2406","04/06/2018","Los Angeles, Calif.",NA,"6","bot","2-3","UCLA","Stanford","Kreidler flied out to cf (2-1 BKB)."
"2407","04/06/2018","Los Angeles, Calif.",NA,"7","top","2-3","Stanford","UCLA","Branton,B doubled down the 3b line (2-1 BKB)."
"2408","04/06/2018","Los Angeles, Calif.",NA,"7","top","2-3","Stanford","UCLA","Tawa, T. flied out to cf (0-2 FF)."
"2409","04/06/2018","Los Angeles, Calif.",NA,"7","top","2-3","Stanford","UCLA","Handley, M. fouled out to 3b (1-1 FB)."
"2410","04/06/2018","Los Angeles, Calif.",NA,"7","top","2-3","Stanford","UCLA","Hoerner,N flied out to rf (0-0)."
"2411","04/06/2018","Los Angeles, Calif.",NA,"7","bot","2-3","UCLA","Stanford","Rosica struck out swinging (0-2 KSS)."
"2412","04/06/2018","Los Angeles, Calif.",NA,"7","bot","2-3","UCLA","Stanford","Amaral walked (3-2 FBBKBFB)."
"2413","04/06/2018","Los Angeles, Calif.",NA,"7","bot","2-3","UCLA","Stanford","Palisch, J. to p for Beck, T.."
"2414","04/06/2018","Los Angeles, Calif.",NA,"7","bot","2-3","UCLA","Stanford","Kendall struck out swinging (1-2 KFBS)."
