"","date","location","attendance","inning","inning_top_bot","score","batting","fielding","description"
"188","02/18/2018","Stanford, Calif.",NA,"1","top","0-0","Cal St. Fullerton","Stanford","S.Valenzuela struck out swinging (1-2 KKBS)."
"189","02/18/2018","Stanford, Calif.",NA,"1","top","0-0","Cal St. Fullerton","Stanford","R. Cardenas singled to left field (1-1 FB) H. LoForte advanced to second."
"190","02/18/2018","Stanford, Calif.",NA,"1","top","1-0","Cal St. Fullerton","Stanford","D. Cope singled to second base, advanced to second, RBI (3-2 BKFBB) R. Cardenas advanced to third H. LoForte scored, scored on a throwing error by 2b."
"191","02/18/2018","Stanford, Calif.",NA,"1","top","2-0","Cal St. Fullerton","Stanford","C. Prescott grounded out to ss, RBI (1-0 B) D. Cope advanced to third R. Cardenas scored, unearned."
"192","02/18/2018","Stanford, Calif.",NA,"1","top","2-0","Cal St. Fullerton","Stanford","T. Lasch grounded out to 1b unassisted (1-2 KKB)."
"193","02/18/2018","Stanford, Calif.",NA,"1","bot","2-0","Stanford","Cal St. Fullerton","Hoerner,N singled to left field (3-2 BKBBFFF)."
"194","02/18/2018","Stanford, Calif.",NA,"1","bot","2-0","Stanford","Cal St. Fullerton","Hoerner,N advanced to second on a balk."
"195","02/18/2018","Stanford, Calif.",NA,"1","bot","2-0","Stanford","Cal St. Fullerton","Handley, M. singled through the right side Hoerner,N advanced to third."
"196","02/18/2018","Stanford, Calif.",NA,"1","bot","2-1","Stanford","Cal St. Fullerton","Bakst,Dan flied out to cf, RBI (2-0 BB) Hoerner,N scored."
"197","02/18/2018","Stanford, Calif.",NA,"1","bot","2-1","Stanford","Cal St. Fullerton","Handley, M. advanced to second on a wild pitch."
"198","02/18/2018","Stanford, Calif.",NA,"1","bot","2-1","Stanford","Cal St. Fullerton","Wulff, B. walked (3-0 BBBB)."
"199","02/18/2018","Stanford, Calif.",NA,"1","bot","2-3","Stanford","Cal St. Fullerton","Daschbach tripled to right center, 2 RBI (1-0 B) Wulff, B. scored Handley, M. scored."
"200","02/18/2018","Stanford, Calif.",NA,"1","bot","2-3","Stanford","Cal St. Fullerton","B. Workman to p for T. Bibee."
"201","02/18/2018","Stanford, Calif.",NA,"1","bot","2-4","Stanford","Cal St. Fullerton","Stowers,K flied out to cf, SF, RBI (1-1 SB) Daschbach scored."
"202","02/18/2018","Stanford, Calif.",NA,"1","bot","2-4","Stanford","Cal St. Fullerton","Tawa, T. singled through the left side (0-0)."
"203","02/18/2018","Stanford, Calif.",NA,"1","bot","2-4","Stanford","Cal St. Fullerton","Tawa, T. out at second c to 2b, caught stealing."
"204","02/18/2018","Stanford, Calif.",NA,"2","top","2-4","Cal St. Fullerton","Stanford","J. Pavletich walked (3-0 BBBB)."
"205","02/18/2018","Stanford, Calif.",NA,"2","top","2-4","Cal St. Fullerton","Stanford","J. Pavletich advanced to second on a wild pitch."
"206","02/18/2018","Stanford, Calif.",NA,"2","top","2-4","Cal St. Fullerton","Stanford","Z. Weisz walked (3-1 BBBKB)."
"207","02/18/2018","Stanford, Calif.",NA,"2","top","2-4","Cal St. Fullerton","Stanford","Weiermiller to p for Miller, E.."
"208","02/18/2018","Stanford, Calif.",NA,"2","top","2-4","Cal St. Fullerton","Stanford","Z. Weller grounded out to p, SAC, bunt (2-0 BB) Z. Weisz advanced to second J. Pavletich advanced to third."
"209","02/18/2018","Stanford, Calif.",NA,"2","top","3-4","Cal St. Fullerton","Stanford","H. LoForte grounded out to 1b unassisted, RBI (0-0) Z. Weisz advanced to third J. Pavletich scored."
"210","02/18/2018","Stanford, Calif.",NA,"2","top","3-4","Cal St. Fullerton","Stanford","S.Valenzuela popped up to 2b (3-2 FBBBF)."
"211","02/18/2018","Stanford, Calif.",NA,"2","bot","3-4","Stanford","Cal St. Fullerton","Wilson, A. flied out to lf (0-0)."
"212","02/18/2018","Stanford, Calif.",NA,"2","bot","3-4","Stanford","Cal St. Fullerton","Kuet,J grounded out to ss (1-2 KKFB)."
"213","02/18/2018","Stanford, Calif.",NA,"2","bot","3-4","Stanford","Cal St. Fullerton","Hoerner,N popped up to 2b (2-1 BKB)."
"214","02/18/2018","Stanford, Calif.",NA,"3","top","3-4","Cal St. Fullerton","Stanford","R. Cardenas flied out to cf (0-0)."
"215","02/18/2018","Stanford, Calif.",NA,"3","top","3-4","Cal St. Fullerton","Stanford","D. Cope popped up to 2b (0-1 K)."
"216","02/18/2018","Stanford, Calif.",NA,"3","top","3-4","Cal St. Fullerton","Stanford","C. Prescott struck out swinging (2-2 BKSFFBS)."
"217","02/18/2018","Stanford, Calif.",NA,"3","bot","3-4","Stanford","Cal St. Fullerton","Handley, M. flied out to rf (0-0)."
"218","02/18/2018","Stanford, Calif.",NA,"3","bot","3-4","Stanford","Cal St. Fullerton","Bakst,Dan flied out to rf (1-1 KB)."
"219","02/18/2018","Stanford, Calif.",NA,"3","bot","3-4","Stanford","Cal St. Fullerton","Wulff, B. singled, advanced to second on a throwing error by 2b (2-2 KKBB)."
"220","02/18/2018","Stanford, Calif.",NA,"3","bot","3-4","Stanford","Cal St. Fullerton","Daschbach out at first ss to 2b (1-1 KB)."
"221","02/18/2018","Stanford, Calif.",NA,"4","top","3-4","Cal St. Fullerton","Stanford","T. Lasch lined out to ss (1-2 BKK)."
"222","02/18/2018","Stanford, Calif.",NA,"4","top","3-4","Cal St. Fullerton","Stanford","J. Pavletich singled to left field (1-1 KB)."
"223","02/18/2018","Stanford, Calif.",NA,"4","top","3-4","Cal St. Fullerton","Stanford","Z. Weisz flied out to rf (0-1 K)."
"224","02/18/2018","Stanford, Calif.",NA,"4","top","3-4","Cal St. Fullerton","Stanford","Z. Weller walked (3-1 BKBBB) J. Pavletich advanced to second."
"225","02/18/2018","Stanford, Calif.",NA,"4","top","3-4","Cal St. Fullerton","Stanford","H. LoForte struck out swinging (1-2 KKBS)."
"226","02/18/2018","Stanford, Calif.",NA,"4","bot","3-4","Stanford","Cal St. Fullerton","Stowers,K singled to left field, advanced to second on a fielding error by lf (3-2 FFBBBFF)."
"227","02/18/2018","Stanford, Calif.",NA,"4","bot","3-4","Stanford","Cal St. Fullerton","Tawa, T. singled to pitcher (1-0 B) Stowers,K advanced to third."
"228","02/18/2018","Stanford, Calif.",NA,"4","bot","3-4","Stanford","Cal St. Fullerton","Wilson, A. fouled out to ss (1-1 FB)."
"229","02/18/2018","Stanford, Calif.",NA,"4","bot","3-4","Stanford","Cal St. Fullerton","Tawa, T. advanced to second on a wild pitch."
"230","02/18/2018","Stanford, Calif.",NA,"4","bot","3-5","Stanford","Cal St. Fullerton","Kuet,J flied out to lf, RBI (2-1 KBB) Stowers,K scored, unearned."
"231","02/18/2018","Stanford, Calif.",NA,"4","bot","3-5","Stanford","Cal St. Fullerton","Hoerner,N walked (3-1 BKBBB)."
"232","02/18/2018","Stanford, Calif.",NA,"4","bot","3-5","Stanford","Cal St. Fullerton","Handley, M. grounded out to ss (2-0 BB)."
"233","02/18/2018","Stanford, Calif.",NA,"5","top","3-5","Cal St. Fullerton","Stanford","S.Valenzuela grounded out to 3b (1-0 B)."
"234","02/18/2018","Stanford, Calif.",NA,"5","top","3-5","Cal St. Fullerton","Stanford","R. Cardenas flied out to lf (0-1 F)."
"235","02/18/2018","Stanford, Calif.",NA,"5","top","3-5","Cal St. Fullerton","Stanford","D. Cope flied out to rf (1-0 B)."
"236","02/18/2018","Stanford, Calif.",NA,"5","bot","3-5","Stanford","Cal St. Fullerton","Bakst,Dan grounded out to ss (0-0)."
"237","02/18/2018","Stanford, Calif.",NA,"5","bot","3-5","Stanford","Cal St. Fullerton","Wulff, B. doubled to center field (0-0)."
"238","02/18/2018","Stanford, Calif.",NA,"5","bot","3-5","Stanford","Cal St. Fullerton","Wulff, B. advanced to third on a wild pitch."
"239","02/18/2018","Stanford, Calif.",NA,"5","bot","3-5","Stanford","Cal St. Fullerton","Daschbach grounded out to ss (3-1 BBKB)."
"240","02/18/2018","Stanford, Calif.",NA,"5","bot","3-5","Stanford","Cal St. Fullerton","D. Brown to p for B. Workman."
"241","02/18/2018","Stanford, Calif.",NA,"5","bot","3-5","Stanford","Cal St. Fullerton","Stowers,K struck out swinging (1-2 KSBS)."
"242","02/18/2018","Stanford, Calif.",NA,"6","top","3-5","Cal St. Fullerton","Stanford","C. Prescott singled, bunt (0-1 K)."
"243","02/18/2018","Stanford, Calif.",NA,"6","top","3-5","Cal St. Fullerton","Stanford","T. Lasch hit by pitch (0-0) C. Prescott advanced to second."
"244","02/18/2018","Stanford, Calif.",NA,"6","top","3-5","Cal St. Fullerton","Stanford","Bakst,Dan to p."
"245","02/18/2018","Stanford, Calif.",NA,"6","top","3-5","Cal St. Fullerton","Stanford","for Weiermiller."
"246","02/18/2018","Stanford, Calif.",NA,"6","top","3-5","Cal St. Fullerton","Stanford","J. Pavletich grounded out to 3b (0-1 F) T. Lasch advanced to second C. Prescott advanced to third."
"247","02/18/2018","Stanford, Calif.",NA,"6","top","3-5","Cal St. Fullerton","Stanford","J. Richards pinch hit for Z. Weisz."
"248","02/18/2018","Stanford, Calif.",NA,"6","top","3-5","Cal St. Fullerton","Stanford","J. Richards struck out looking (2-2 KBKBK)."
"249","02/18/2018","Stanford, Calif.",NA,"6","top","3-5","Cal St. Fullerton","Stanford","Z. Weller grounded out to ss (0-1 K)."
"250","02/18/2018","Stanford, Calif.",NA,"6","bot","3-5","Stanford","Cal St. Fullerton","M. Berryhill to cf for J. Richards."
"251","02/18/2018","Stanford, Calif.",NA,"6","bot","3-5","Stanford","Cal St. Fullerton","Tawa, T. grounded out to p (1-1 KB)."
"252","02/18/2018","Stanford, Calif.",NA,"6","bot","3-5","Stanford","Cal St. Fullerton","Wilson, A. singled to second base (1-2 FSB)."
"253","02/18/2018","Stanford, Calif.",NA,"6","bot","3-5","Stanford","Cal St. Fullerton","Kuet,J struck out swinging (0-2 KSS)."
"254","02/18/2018","Stanford, Calif.",NA,"6","bot","3-5","Stanford","Cal St. Fullerton","Wilson, A. stole second."
"255","02/18/2018","Stanford, Calif.",NA,"6","bot","3-6","Stanford","Cal St. Fullerton","Hoerner,N doubled to left field, RBI (1-2 BKK) Wilson, A. scored."
"256","02/18/2018","Stanford, Calif.",NA,"6","bot","3-6","Stanford","Cal St. Fullerton","Handley, M. grounded out to ss (2-0 BB)."
"257","02/18/2018","Stanford, Calif.",NA,"7","top","3-6","Cal St. Fullerton","Stanford","H. LoForte grounded out to 2b (0-0)."
"258","02/18/2018","Stanford, Calif.",NA,"7","top","3-6","Cal St. Fullerton","Stanford","S.Valenzuela doubled to center field."
"259","02/18/2018","Stanford, Calif.",NA,"7","top","5-6","Cal St. Fullerton","Stanford","R. Cardenas homered to left field, 2 RBI (3-2 BBFBK) S.Valenzuela scored."
"260","02/18/2018","Stanford, Calif.",NA,"7","top","5-6","Cal St. Fullerton","Stanford","Bakst,Dan to dh."
"261","02/18/2018","Stanford, Calif.",NA,"7","top","5-6","Cal St. Fullerton","Stanford","Rudd, C. to p."
"262","02/18/2018","Stanford, Calif.",NA,"7","top","5-6","Cal St. Fullerton","Stanford","D. Cope grounded out to ss (2-2 KFFBB)."
"263","02/18/2018","Stanford, Calif.",NA,"7","top","5-6","Cal St. Fullerton","Stanford","C. Prescott singled to shortstop (1-2 FFB)."
"264","02/18/2018","Stanford, Calif.",NA,"7","top","5-6","Cal St. Fullerton","Stanford","Palisch, J. to p for Rudd, C.."
"265","02/18/2018","Stanford, Calif.",NA,"7","top","5-6","Cal St. Fullerton","Stanford","T. Lasch grounded out to 2b (1-1 KB)."
"266","02/18/2018","Stanford, Calif.",NA,"7","bot","5-6","Stanford","Cal St. Fullerton","Bakst,Dan grounded out to ss (1-2 SKBF)."
"267","02/18/2018","Stanford, Calif.",NA,"7","bot","5-6","Stanford","Cal St. Fullerton","Wulff, B. singled to left field (2-2 BKFB)."
"268","02/18/2018","Stanford, Calif.",NA,"7","bot","5-6","Stanford","Cal St. Fullerton","Daschbach struck out swinging (1-2 KFBS)."
"269","02/18/2018","Stanford, Calif.",NA,"7","bot","5-6","Stanford","Cal St. Fullerton","Stowers,K grounded out to 2b (1-1 BF)."
"270","02/18/2018","Stanford, Calif.",NA,"8","top","5-6","Cal St. Fullerton","Stanford","J. Pavletich grounded out to p (1-1 KB)."
"271","02/18/2018","Stanford, Calif.",NA,"8","top","5-6","Cal St. Fullerton","Stanford","M. Berryhill grounded out to p (0-1 K)."
"272","02/18/2018","Stanford, Calif.",NA,"8","top","5-6","Cal St. Fullerton","Stanford","Z. Weller flied out to rf (1-1 KB)."
"273","02/18/2018","Stanford, Calif.",NA,"8","bot","5-6","Stanford","Cal St. Fullerton","Tawa, T. grounded out to 3b (0-0)."
"274","02/18/2018","Stanford, Calif.",NA,"8","bot","5-6","Stanford","Cal St. Fullerton","Wilson, A. grounded out to 1b unassisted (0-0)."
"275","02/18/2018","Stanford, Calif.",NA,"8","bot","5-6","Stanford","Cal St. Fullerton","Kuet,J popped up to ss (0-0)."
"276","02/18/2018","Stanford, Calif.",NA,"9","top","5-6","Cal St. Fullerton","Stanford","Branton,B to 2b for Stowers,K."
"277","02/18/2018","Stanford, Calif.",NA,"9","top","5-6","Cal St. Fullerton","Stanford","Tawa, T. to cf."
"278","02/18/2018","Stanford, Calif.",NA,"9","top","5-6","Cal St. Fullerton","Stanford","Wilson, A. to lf."
"279","02/18/2018","Stanford, Calif.",NA,"9","top","5-6","Cal St. Fullerton","Stanford","Kuet,J to 3b."
"280","02/18/2018","Stanford, Calif.",NA,"9","top","5-6","Cal St. Fullerton","Stanford","Stowers,K to p for Palisch, J.."
"281","02/18/2018","Stanford, Calif.",NA,"9","top","5-6","Cal St. Fullerton","Stanford","H. LoForte walked (3-0 BBBB)."
"282","02/18/2018","Stanford, Calif.",NA,"9","top","5-6","Cal St. Fullerton","Stanford","S.Valenzuela grounded out to p (2-1 BBK) H. LoForte advanced to second."
"283","02/18/2018","Stanford, Calif.",NA,"9","top","5-6","Cal St. Fullerton","Stanford","R. Cardenas grounded out to p (1-1 FB) H. LoForte advanced to third."
"284","02/18/2018","Stanford, Calif.",NA,"9","top","5-6","Cal St. Fullerton","Stanford","D. Cope struck out swinging (1-2 FBFFFS)."
"285","02/19/2018","Davis, Calif.",NA,"1","top","0-0","Stanford","UC Davis","Hoerner,Nico singled up the middle."
"286","02/19/2018","Davis, Calif.",NA,"1","top","0-0","Stanford","UC Davis","Molfetta,Christian flied out to rf."
"287","02/19/2018","Davis, Calif.",NA,"1","top","0-0","Stanford","UC Davis","Bakst,Daniel flied out to lf."
"288","02/19/2018","Davis, Calif.",NA,"1","top","1-0","Stanford","UC Davis","Wulff, Brandon singled to third base Hoerner,Nico advanced to second, scored on a throwing error by 3b, unearned."
"289","02/19/2018","Davis, Calif.",NA,"1","top","1-0","Stanford","UC Davis","Daschbach, Andrew grounded out to 3b."
"290","02/19/2018","Davis, Calif.",NA,"1","bot","1-0","UC Davis","Stanford","Hooper, Ryan struck out looking."
"291","02/19/2018","Davis, Calif.",NA,"1","bot","1-0","UC Davis","Stanford","Pluschkell, Brad flied out to lf."
"292","02/19/2018","Davis, Calif.",NA,"1","bot","1-0","UC Davis","Stanford","Anderson, Ryan struck out swinging."
"293","02/19/2018","Davis, Calif.",NA,"2","top","1-0","Stanford","UC Davis","Stowers,Kyle grounded out to 1b unassisted."
"294","02/19/2018","Davis, Calif.",NA,"2","top","1-0","Stanford","UC Davis","Tawa, Tim popped up to 2b."
"295","02/19/2018","Davis, Calif.",NA,"2","top","1-0","Stanford","UC Davis","Carter, Bryce struck out looking."
"296","02/19/2018","Davis, Calif.",NA,"2","bot","1-0","UC Davis","Stanford","Denholm, Logan walked."
"297","02/19/2018","Davis, Calif.",NA,"2","bot","1-0","UC Davis","Stanford","Aguiar, Alex grounded into double play 3b to 2b to 1b Denholm, Logan out on the play."
"298","02/19/2018","Davis, Calif.",NA,"2","bot","1-0","UC Davis","Stanford","Van Blake, Caleb grounded out to 2b."
"299","02/19/2018","Davis, Calif.",NA,"3","top","1-0","Stanford","UC Davis","Kuet,Jesse grounded out to 3b."
"300","02/19/2018","Davis, Calif.",NA,"3","top","1-0","Stanford","UC Davis","Hoerner,Nico flied out to rf."
"301","02/19/2018","Davis, Calif.",NA,"3","top","1-0","Stanford","UC Davis","Molfetta,Christian flied out to cf."
"302","02/19/2018","Davis, Calif.",NA,"3","bot","1-0","UC Davis","Stanford","Lara, Alejandro walked."
"303","02/19/2018","Davis, Calif.",NA,"3","bot","1-0","UC Davis","Stanford","Briggs, Cameron popped out to c."
"304","02/19/2018","Davis, Calif.",NA,"3","bot","1-0","UC Davis","Stanford","Ouellette, Steven lined out to 2b."
"305","02/19/2018","Davis, Calif.",NA,"3","bot","1-0","UC Davis","Stanford","Hooper, Ryan reached first on a fielding error by 3b Lara, Alejandro advanced to second."
"306","02/19/2018","Davis, Calif.",NA,"3","bot","1-0","UC Davis","Stanford","Pluschkell, Brad reached on a fielders choice Hooper, Ryan out at second ss to 2b."
"307","02/19/2018","Davis, Calif.",NA,"4","top","1-0","Stanford","UC Davis","Bakst,Daniel fouled out to lf."
"308","02/19/2018","Davis, Calif.",NA,"4","top","1-0","Stanford","UC Davis","Wulff, Brandon walked."
"309","02/19/2018","Davis, Calif.",NA,"4","top","1-0","Stanford","UC Davis","Daschbach, Andrew walked Wulff, Brandon advanced to second."
"310","02/19/2018","Davis, Calif.",NA,"4","top","1-0","Stanford","UC Davis","Stowers,Kyle flied out to rf Wulff, Brandon did not advance."
"311","02/19/2018","Davis, Calif.",NA,"4","top","2-0","Stanford","UC Davis","Tawa, Tim singled to center field, RBI Daschbach, Andrew advanced to second Wulff, Brandon scored."
"312","02/19/2018","Davis, Calif.",NA,"4","top","3-0","Stanford","UC Davis","Carter, Bryce reached first on a throwing error by 3b Tawa, Tim advanced to second, advanced to third on the error Daschbach, Andrew advanced to third, scored on the error, unearned."
"313","02/19/2018","Davis, Calif.",NA,"4","top","3-0","Stanford","UC Davis","Kuet,Jesse reached on a fielders choice Carter, Bryce out at second ss to 2b."
"314","02/19/2018","Davis, Calif.",NA,"4","bot","3-0","UC Davis","Stanford","Anderson, Ryan flied out to ss."
"315","02/19/2018","Davis, Calif.",NA,"4","bot","3-0","UC Davis","Stanford","Denholm, Logan flied out to 2b."
"316","02/19/2018","Davis, Calif.",NA,"4","bot","3-0","UC Davis","Stanford","Aguiar, Alex doubled to left field."
"317","02/19/2018","Davis, Calif.",NA,"4","bot","3-0","UC Davis","Stanford","Van Blake, Caleb grounded out to p."
"318","02/19/2018","Davis, Calif.",NA,"5","top","3-0","Stanford","UC Davis","Loar, Connor to p for Sasaki, Jared."
"319","02/19/2018","Davis, Calif.",NA,"5","top","3-0","Stanford","UC Davis","Hoerner,Nico lined out to p."
"320","02/19/2018","Davis, Calif.",NA,"5","top","3-0","Stanford","UC Davis","Molfetta,Christian grounded out to ss."
"321","02/19/2018","Davis, Calif.",NA,"5","top","3-0","Stanford","UC Davis","Bakst,Daniel doubled to left field."
"322","02/19/2018","Davis, Calif.",NA,"5","top","3-0","Stanford","UC Davis","Bakst,Daniel advanced to third on a wild pitch."
"323","02/19/2018","Davis, Calif.",NA,"5","top","3-0","Stanford","UC Davis","Wulff, Brandon flied out to cf."
"324","02/19/2018","Davis, Calif.",NA,"5","bot","3-0","UC Davis","Stanford","Lara, Alejandro singled through the left side."
"325","02/19/2018","Davis, Calif.",NA,"5","bot","3-0","UC Davis","Stanford","Lara, Alejandro stole second."
"326","02/19/2018","Davis, Calif.",NA,"5","bot","3-0","UC Davis","Stanford","Briggs, Cameron struck out swinging."
"327","02/19/2018","Davis, Calif.",NA,"5","bot","3-0","UC Davis","Stanford","Ouellette, Steven flied out to cf."
"328","02/19/2018","Davis, Calif.",NA,"5","bot","3-0","UC Davis","Stanford","Hooper, Ryan grounded out to ss."
"329","02/19/2018","Davis, Calif.",NA,"6","top","3-0","Stanford","UC Davis","Daschbach, Andrew struck out swinging."
"330","02/19/2018","Davis, Calif.",NA,"6","top","3-0","Stanford","UC Davis","Stowers,Kyle flied out to cf."
"331","02/19/2018","Davis, Calif.",NA,"6","top","3-0","Stanford","UC Davis","Tawa, Tim struck out swinging."
"332","02/19/2018","Davis, Calif.",NA,"6","bot","3-0","UC Davis","Stanford","Branton,Beau to 2b for Carter, Bryce."
"333","02/19/2018","Davis, Calif.",NA,"6","bot","3-0","UC Davis","Stanford","Kuet,Jesse to 3b."
"334","02/19/2018","Davis, Calif.",NA,"6","bot","3-0","UC Davis","Stanford","Pluschkell, Brad flied out to rf."
"335","02/19/2018","Davis, Calif.",NA,"6","bot","3-0","UC Davis","Stanford","Anderson, Ryan doubled to left center."
"336","02/19/2018","Davis, Calif.",NA,"6","bot","3-0","UC Davis","Stanford","Denholm, Logan flied out to rf."
"337","02/19/2018","Davis, Calif.",NA,"6","bot","3-2","UC Davis","Stanford","Aguiar, Alex homered to left field, 2 RBI Anderson, Ryan scored."
